Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
20500000,0.39669743,0.24001661,-2.8088353708261202,-2.8088353708261202,435.07142857142856,0.46076348,0.073608674,0.0002386478,0.25909853,0.003979508,1.0
20600000,0.40191382,0.065362744,-2.9608806273672315,-2.9608806273672315,434.71555555555557,0.4684043,0.06970703,0.00023834735,0.25889826,0.00397451,1.0
20700000,0.54479295,0.12697919,-2.4372815573511044,-2.4372815573511044,413.35537190082647,0.5190426,0.069717,0.00023804688,0.25869796,0.0039695133,1.0
20800000,0.56638485,-0.024425112,-4.228612015873606,-4.228612015873606,457.8110599078341,0.5417011,0.06951238,0.00023774899,0.2584993,0.0039645573,1.0
20900000,0.3815474,0.60498285,0.06645445191361606,0.06645445191361606,374.9885931558935,0.3685108,0.06836056,0.00023745261,0.25830173,0.003959628,1.0
21000000,0.37680405,0.39560553,-1.9377917988472675,-1.9377917988472675,413.95582329317267,0.47008488,0.06917822,0.00023715038,0.2581002,0.0039546005,1.0
21100000,0.27227488,0.22741547,-3.6000262218284176,-3.6000262218284176,429.3243243243243,0.57807773,0.0762741,0.00023684997,0.25789997,0.003949603,1.0
21200000,0.20634559,-0.82191366,-15.584379322635822,-15.584379322635822,664.974358974359,0.89407486,0.0816326,0.00023654888,0.25769925,0.003944596,1.0
21300000,0.2667874,-1.5060931,-14.689078064648422,-14.689078064648422,646.1398601398602,0.59780407,0.071195506,0.00023624784,0.25749853,0.003939588,1.0
21400000,0.17039718,-1.5949867,-18.7534977030145,-18.7534977030145,712.5474452554745,0.7200107,0.08284049,0.0002359524,0.2573016,0.003934674,1.0
21500000,0.20839185,-1.9083796,-20.850751353374548,-20.850751353374548,750.7642857142857,0.82490575,0.076952636,0.0002356492,0.25709945,0.003929631,1.0
21600000,0.14840257,-1.9124566,-20.63440134738173,-20.63440134738173,747.85,0.8313618,0.07245002,0.00023534815,0.2568988,0.0039246236,1.0
21700000,0.14550082,-1.9402682,-21.033787517001233,-21.033787517001233,753.1666666666666,0.6971749,0.07458047,0.00023504852,0.25669903,0.0039196396,1.0
21800000,0.2465962,-1.9524491,-20.97679413855076,-20.97679413855076,753.1428571428571,0.8328393,0.06763807,0.00023475065,0.25650042,0.003914685,1.0
21900000,0.46227178,-1.9400427,-20.71327033064195,-20.71327033064195,748.0714285714286,0.8050216,0.06878724,0.00023444946,0.25629961,0.003909675,1.0
